,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Accuracy,0.145,0.305,0.4,0.39,0.33,0.385,0.43,0.445,0.485,0.47,0.495,0.48,0.475,0.49,0.465,0.515,0.49,0.545,0.525,0.56,0.535,0.56,0.525,0.53,0.565,0.54,0.52,0.54,0.555,0.515,0.555,0.555,0.565,0.595,0.545,0.545,0.55,0.525,0.51,0.535,0.54,0.57,0.545,0.55,0.555,0.565,0.55,0.57,0.51,0.535,0.555,0.57,0.53,0.545,0.615,0.585,0.545,0.555,0.53,0.565,0.58,0.55,0.55,0.545,0.535,0.555,0.56,0.54,0.56,0.55,0.56,0.565,0.57,0.56,0.57,0.59,0.56,0.535,0.52,0.55,0.54,0.58,0.59,0.565,0.56,0.525,0.545,0.545,0.545,0.58,0.555,0.545,0.53,0.515,0.525,0.535,0.535,0.555,0.545,0.525
F1,0.033783783783783786,0.12128059293599182,0.1982479944773739,0.19929748688500243,0.15713494096650635,0.19084125087709317,0.24051489061926853,0.26060365349604775,0.279507761464948,0.2710940256814029,0.2793090898227578,0.3137290698926479,0.2824508150236375,0.2981387049539294,0.31042053710249434,0.3427992627202807,0.3333062955276578,0.3710971608429592,0.36111299017458587,0.388356731086704,0.3860866534251547,0.3870062522529481,0.3729910733303878,0.3846843023348565,0.4049232885236392,0.3823725234373949,0.3788637159286864,0.36695591017182666,0.41106483124318416,0.35992024865281386,0.3812012875680097,0.41851238728193696,0.3843476944683707,0.44925588632380364,0.3906171350998937,0.3944281645103096,0.3686725839693876,0.39186113941275813,0.36340347237743753,0.35971157642799434,0.3796222123545697,0.4006984125972976,0.41557259493835846,0.3789718967811979,0.3833640532739837,0.4209083983705297,0.39480425166699673,0.4090816314919634,0.3498959890699633,0.3824493262333553,0.4078089234117603,0.4233124074646811,0.36568706788306776,0.39441040051793996,0.4883709350409776,0.4392249200227564,0.4093556285301273,0.3935064935064935,0.38261470168249834,0.38964407621124036,0.4267655179898126,0.3862577972557073,0.38061717952124624,0.4137129600845997,0.3658883947452313,0.3940583623835944,0.39127880274240234,0.37805563957848703,0.4103227278762688,0.4023240886180121,0.4412078867634423,0.43311244967598106,0.39755738354876285,0.401146971439841,0.4205120843478828,0.4468570283396113,0.399853493703868,0.37017311203724457,0.38235820884707405,0.43687205910031995,0.3976460897494987,0.4553914329930256,0.42265281956146694,0.4118523608888995,0.4066194095908338,0.37131676391638435,0.3856957721701215,0.40486860632051197,0.39938276428998276,0.4617228542146034,0.4296458839492273,0.408740792185035,0.3909696682806934,0.40009141339630827,0.38739484307197103,0.3753503736970927,0.3728984367671057,0.391662925651457,0.4039901098521788,0.37703204448935
