,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Accuracy,0.26,0.275,0.26,0.335,0.42,0.355,0.39,0.315,0.43,0.41,0.42,0.43,0.42,0.41,0.47,0.385,0.435,0.47,0.38,0.48,0.48,0.42,0.45,0.495,0.445,0.49,0.475,0.44,0.465,0.505,0.4,0.43,0.485,0.48,0.49,0.49,0.48,0.495,0.455,0.495,0.45,0.46,0.485,0.465,0.44,0.435,0.515,0.49,0.51,0.515,0.535,0.495,0.49,0.475,0.555,0.54,0.53,0.505,0.5,0.51,0.485,0.49,0.465,0.49,0.475,0.51,0.49,0.495,0.47,0.43,0.51,0.5,0.5,0.49,0.475,0.52,0.475,0.495,0.51,0.465,0.52,0.505,0.46,0.485,0.485,0.52,0.5,0.48,0.475,0.5,0.485,0.505,0.48,0.465,0.475,0.465,0.48,0.51,0.505,0.5
F1,0.11447514533934286,0.10233618233618233,0.09499372790512031,0.16990097104120974,0.2282977212256789,0.19227489953296406,0.21152480227497708,0.1480958359489433,0.22358757085367773,0.23784863563875763,0.27110953254131664,0.24126985501598508,0.2524372352167556,0.2579380089446725,0.31023749212603696,0.24720393508535654,0.2766673019503208,0.30974235701528596,0.2295936960331336,0.3269587802180389,0.3130465177524001,0.2801659202869265,0.27212599377822055,0.335310842877741,0.2892590193537473,0.31138947773671494,0.295350226903625,0.31103277584213246,0.2931018695514681,0.32589468281266126,0.2392779426286575,0.2727360077875542,0.33869965679476216,0.3124683025188449,0.31496570359349296,0.32410163198497266,0.348966792220008,0.34468851172529547,0.29085244938186117,0.3287504255745073,0.2898998687746419,0.2916603555910242,0.32621233024409513,0.3255443798662112,0.3414850292487423,0.3268579715604287,0.3772071670198134,0.34152210579993103,0.36963109056589716,0.33744852749402404,0.39097471507430487,0.3348725426233176,0.3502789802789803,0.33134394236930875,0.4057970276316018,0.4149640623399027,0.4035019000640865,0.3749945907480154,0.34934182343639253,0.3940159463934205,0.36992281555913886,0.336670828236895,0.35716803627601745,0.3843666405069913,0.34802533766059857,0.36276549960760485,0.3497696152322837,0.34974184498761457,0.3363374178443838,0.2679708593792484,0.3596716485172257,0.374921683344805,0.3526157599475615,0.31775839390955885,0.3099618254117926,0.3982997263853193,0.3273260608786924,0.3710395724754437,0.3949827634255618,0.31977820379091815,0.3553944414087332,0.34214554791991375,0.32690302660440773,0.3711492950844351,0.34536004318364893,0.3738526314225401,0.33746630493294316,0.34992682628759514,0.3276163377190533,0.3492560956906454,0.3095065432526733,0.33739314651171004,0.3287862729290905,0.2860527504285998,0.3178223461556795,0.3039767267317052,0.3206122232266023,0.354045526519354,0.337557247806819,0.3394357072804794
